,profile_id,orgc_stock_mineral,orgc_stock_organic,top_cm,bot_cm,mineral_fraction,organic_fraction,DATEYR,LATDD,LONDD
373,BY0069,0.0,32.702400000000004,0,30,0.0,1.0,1990.0,51.58,24.0
374,BY0070,2.9371,0.0,0,30,1.0,0.0,1990.0,52.58,24.68
375,BY0071,6.8668000000000005,0.0,0,30,1.0,0.0,1990.0,53.52972,30.85
376,BY0072,3.8248,0.0,0,30,1.0,0.0,1990.0,53.02972,26.75
377,BY0073,2.7,0.0,0,30,1.0,0.0,1990.0,53.16972,28.04972
378,BY0074,5.035799999999999,0.0,0,30,1.0,0.0,1990.0,54.2,26.04972
379,BY0075,4.5165,0.0,0,30,1.0,0.0,1990.0,53.9,26.39972
380,BY0076,6.85,0.0,0,30,1.0,0.0,1990.0,55.22,26.87972
381,BY0077,6.165,0.0,0,30,1.0,0.0,1990.0,52.63,24.32972
382,BY0078,4.968,0.0,0,30,1.0,0.0,1990.0,52.56972,23.75
383,BY0079,4.56,0.0,0,30,1.0,0.0,1990.0,51.9,23.89972
384,BY0080,5.2857,0.0,0,30,1.0,0.0,1990.0,53.95,25.12
385,BY0082,5.0009999999999994,0.0,0,30,1.0,0.0,1991.0,54.47,28.96972
386,BY0083,4.561599999999999,0.0,0,30,1.0,0.0,1991.0,54.97972,26.96972
387,BY0084,3.9960000000000004,0.0,0,30,1.0,0.0,1991.0,52.25,23.25
388,BY0085,3.87,0.0,0,30,1.0,0.0,1991.0,53.72,27.14972
389,BY0086,0.0,37.824,0,30,0.0,1.0,1992.0,53.45,27.6
390,BY0087,5.477999999999999,0.0,0,30,1.0,0.0,1992.0,53.72,23.62
391,BY0088,4.857600000000001,0.0,0,30,1.0,0.0,1992.0,52.27,23.5
392,BY0089,3.6522,0.0,0,30,1.0,0.0,1992.0,53.27,24.96972
393,BY0090,0.0,63.892100000000006,0,30,0.0,1.0,1996.0,53.4,29.02
394,CA0011,7.8128,0.0,0,30,1.0,0.0,1978.0,49.58333,-101.2
395,CA0012,14.406240000000002,0.0,0,30,1.0,0.0,1978.0,50.08333,-113.91667
396,CA0018,13.625999999999998,0.0,0,30,1.0,0.0,1978.0,49.63333,-97.13333
397,CA0019,16.38,0.0,0,30,1.0,0.0,1978.0,53.41667,-113.55
398,CA0021,18.72,0.0,0,30,1.0,0.0,1978.0,53.41667,-113.55
399,CA0022,6.362500000000001,0.0,0,30,1.0,0.0,1978.0,45.38889,-75.42167
400,CA0033,2.2099,0.37799999999999995,0,30,0.9333333333333333,0.06666666666666667,1978.0,44.05833,-79.2625
401,CA0035,19.38,0.0,0,30,1.0,0.0,1978.0,45.06444,-64.48389
402,CA0036,2.2291,0.0,0,30,1.0,0.0,1978.0,45.37167,-75.72833
403,CA0037,6.394,0.0,0,30,1.0,0.0,1978.0,69.43333,-133.01667
404,CA0041,8.867999999999999,0.0,0,30,1.0,0.0,1978.0,68.13333,-133.45
405,CA0044,13.475,0.0,0,30,1.0,0.0,1978.0,45.37167,-75.72833
406,CA0046,8.382,0.0,0,30,1.0,0.0,1978.0,48.61667,-123.41667
407,CA0047,7.341,0.0,0,30,1.0,0.0,1978.0,45.65556,-72.97083
408,CA0056,38.09536,0.0,0,30,1.0,0.0,1978.0,48.55,-123.4
409,CA0063,8.2578,0.0,0,30,1.0,0.0,1978.0,49.66667,-112.75
410,CA0072,3.0825000000000005,0.0,0,30,1.0,0.0,1978.0,44.05833,-79.2625
411,CA0077,41.9256,0.0,0,30,1.0,0.0,1978.0,43.18889,-79.39167
412,CA0078,5.671799999999999,0.0,0,30,1.0,0.0,1978.0,43.81389,-79.375
413,CA0079,14.038800000000002,0.0,0,30,1.0,0.0,1978.0,43.17222,-79.41944
414,CA0082,8.840499999999999,0.0,0,30,1.0,0.0,1978.0,49.58333,-101.2
415,CA0094,8.867999999999999,0.0,0,30,1.0,0.0,1993.0,68.11083,-133.47472
416,CA0096,21.303,0.0,0,30,1.0,0.0,1993.0,66.38889,-136.69556
417,CA0104,21.374399999999994,0.0,0,30,1.0,0.0,2003.0,73.22139,-119.56028
418,CH0004,11.5824,0.0,0,30,1.0,0.0,1975.0,47.08333,7.8
419,CH0005,3.689,0.0,0,30,1.0,0.0,1975.0,47.48333,8.21667
420,CH0006,5.4702,0.0,0,30,1.0,0.0,1975.0,47.63333,8.56667
421,CH0007,11.0298,0.0,0,30,1.0,0.0,1975.0,47.25,8.13333
422,CH0010,21.7338,0.0,0,30,1.0,0.0,1975.0,47.58333,8.66667
423,CH0012,6.9386,0.0,0,30,1.0,0.0,1976.0,47.65,8.6
424,CH0013,72.5445,0.0,0,30,1.0,0.0,1976.0,47.2,7.51667
425,CH0014,54.114,0.0,0,30,1.0,0.0,1979.0,47.46667,8.33333
426,CI0005,4.607,0.0,0,30,1.0,0.0,1967.0,5.83333,-6.66667
427,CL0044,7.73828,0.0,0,30,1.0,0.0,1983.0,-40.5,-73.03333
428,CL0045,28.213079999999998,0.0,0,30,1.0,0.0,1983.0,-41.46667,-73.0
429,CL0046,20.476950000000002,0.0,0,30,1.0,0.0,1983.0,-40.96667,-72.91667
430,CL0047,10.329,0.0,0,30,1.0,0.0,1983.0,-40.58333,-72.16667
431,CL0049,13.916839999999999,0.0,0,30,1.0,0.0,1983.0,-39.41667,-72.78333
432,CL0050,28.044000000000004,0.0,0,30,1.0,0.0,1983.0,-41.47,-73.09972
433,CM0036,6.31632,0.0,0,30,1.0,0.0,1977.0,4.16667,9.28333
434,CN0001,4.6906,0.0,0,30,1.0,0.0,1978.0,31.58333,120.31667
435,CN0002,3.2137000000000002,0.0,0,30,1.0,0.0,1979.0,30.83333,120.33333
436,CN0003,5.34105,0.0,0,30,1.0,0.0,1979.0,31.58333,120.31667
437,CN0004,2.1378000000000004,0.0,0,30,1.0,0.0,1979.0,31.43333,119.45
438,CN0005,2.1861,0.0,0,30,1.0,0.0,1979.0,31.65,120.75
439,CN0008,2.5551,0.0,0,30,1.0,0.0,1979.0,30.3,120.16667
440,CN0009,5.5631,0.0,0,30,1.0,0.0,1979.0,31.58333,120.31667
441,CN0011,1.8720999999999999,0.0,0,30,1.0,0.0,1983.0,28.2,113.15
442,CN0012,3.03328,0.0,0,30,1.0,0.0,1983.0,32.05,119.33333
443,CN0013,6.3807599999999995,0.0,0,30,1.0,0.0,1983.0,23.13333,112.58333
444,CN0014,2.7062299999999997,0.0,0,30,1.0,0.0,1983.0,23.21667,113.46667
445,CN0015,2.55985,0.0,0,30,1.0,0.0,1983.0,28.2,113.08333
446,CN0016,1.26048,0.0,0,30,1.0,0.0,1983.0,32.25,118.7
447,CN0017,3.92502,0.0,0,30,1.0,0.0,1983.0,31.31667,121.4
448,CN0019,0.144,0.0,0,30,1.0,0.0,1985.0,44.43333,87.75
449,CN0020,3.24477,0.0,0,30,1.0,0.0,1985.0,34.44167,108.05833
450,CN0022,2.9688,0.0,0,30,1.0,0.0,1985.0,35.9,104.125
451,CN0023,1.5162,0.0,0,30,1.0,0.0,1985.0,44.1,87.04167
452,CN0024,2.99902,0.0,0,30,1.0,0.0,1985.0,35.88333,104.125
453,CN0027,1.47996,0.0,0,30,1.0,0.0,1992.0,28.48333,116.26667
454,CN0028,3.21945,0.0,0,30,1.0,0.0,1992.0,27.0,117.0
455,CN0043,3.59471,0.0,0,30,1.0,0.0,1993.0,24.86667,103.56667
456,CN0044,4.5443999999999996,0.0,0,30,1.0,0.0,1993.0,26.38333,106.43333
457,CN0046,1.27695,0.0,0,30,1.0,0.0,1993.0,30.1,104.75
458,CN0049,3.6546000000000003,0.0,0,30,1.0,0.0,1993.0,23.6,102.01667
459,CN0050,5.2752,0.0,0,30,1.0,0.0,1993.0,21.91667,101.23333
460,CN0051,3.2318,0.0,0,30,1.0,0.0,1993.0,26.38333,106.43333
461,CN0052,6.062950000000001,0.0,0,30,1.0,0.0,1993.0,45.46667,127.11667
462,CN0057,6.513000000000001,0.0,0,30,1.0,0.0,1993.0,46.06667,126.7
463,CN0058,12.626999999999999,0.0,0,30,1.0,0.0,1993.0,26.38333,106.43333
464,CN0060,8.7414,0.0,0,30,1.0,0.0,1993.0,46.03333,125.91667
465,CO0013,10.2,0.0,0,30,1.0,0.0,1970.0,0.94083,-77.83528
466,CO0015,8.091000000000001,0.0,0,30,1.0,0.0,1970.0,1.37556,-77.2875
467,CO0017,5.61,0.0,0,30,1.0,0.0,1971.0,3.95,-77.19972
468,CO0018,1.1515,0.0,0,30,1.0,0.0,1971.0,11.19972,-72.4
469,CO0019,8.6916,0.0,0,30,1.0,0.0,1971.0,3.79972,-77.09972
470,CO0020,16.185,0.0,0,30,1.0,0.0,1972.0,1.35361,-77.27139
471,CO0022,3.36,0.0,0,30,1.0,0.0,1972.0,11.69972,-72.25
472,CO0024,4.92,0.0,0,30,1.0,0.0,1972.0,11.64972,-72.19972
473,CO0025,2.392,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
474,CO0026,9.751680000000002,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
475,CO0027,4.112299999999999,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
476,CO0028,1.755,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
477,CO0029,2.5856,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
478,CO0030,7.686,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
479,CO0031,8.948,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
480,CO0032,6.9791,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
481,CO0033,11.628000000000002,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
482,CO0034,9.314699999999998,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
483,CO0035,9.68436,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
484,CO0036,9.2534,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
485,CO0037,10.56996,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
486,CO0038,17.59621,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
487,CO0039,17.29944,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
488,CO0040,5.3325,0.0,0,30,1.0,0.0,1973.0,4.56667,-70.93333
489,CO0041,0.0,13.084,0,30,0.0,1.0,1973.0,1.18333,-76.98333
490,CO0042,12.69,0.0,0,30,1.0,0.0,1973.0,4.5,-71.5
491,CO0043,2.076,0.0,0,30,1.0,0.0,1974.0,5.8,-71.84972
492,CO0044,5.03,0.0,0,30,1.0,0.0,1974.0,4.71972,-74.09972
493,CO0045,4.72,0.0,0,30,1.0,0.0,1974.0,4.71972,-74.65
494,CO0046,1.68,0.0,0,30,1.0,0.0,1975.0,10.19972,-75.4
495,CO0047,4.74,0.0,0,30,1.0,0.0,1975.0,5.8,-71.4
496,CO0048,1.8360000000000003,0.0,0,30,1.0,0.0,1975.0,5.9,-71.5
497,CO0049,8.272,0.0,0,30,1.0,0.0,1976.0,8.39972,-73.3
498,CO0050,14.759999999999998,0.0,0,30,1.0,0.0,1976.0,4.3,-76.25
499,CO0051,7.370000000000001,0.0,0,30,1.0,0.0,1976.0,7.3,-76.4
500,CO0052,5.639999999999999,0.0,0,30,1.0,0.0,1976.0,8.39972,-77.25
501,CO0053,5.376,0.0,0,30,1.0,0.0,1976.0,7.69972,-76.5
502,CO0054,8.830000000000002,0.0,0,30,1.0,0.0,1976.0,8.5,-77.26
503,CO0055,13.49,0.0,0,30,1.0,0.0,1976.0,3.4,-76.8
504,CO0056,6.227,0.0,0,30,1.0,0.0,1976.0,7.65972,-76.63972
505,CO0057,0.0,26.089600000000004,0,30,0.0,1.0,1976.0,5.58333,-73.86667
506,CO0058,0.0,34.6682,0,30,0.0,1.0,1976.0,5.58333,-73.86667
507,CO0060,0.0,9.7466,0,30,0.0,1.0,1976.0,5.58333,-73.86667
508,CO0062,13.420000000000002,12.544,0,30,0.6666666666666666,0.3333333333333333,1976.0,5.58333,-73.86667
509,CO0063,6.689499999999999,0.0,0,30,1.0,0.0,1977.0,1.2,-69.87972
510,CO0064,4.7700000000000005,0.0,0,30,1.0,0.0,1977.0,0.7,-70.9
511,CO0065,10.922500000000001,0.0,0,30,1.0,0.0,1977.0,1.1,-69.9
512,CO0066,4.83,0.0,0,30,1.0,0.0,1977.0,1.5,-72.69972
513,CO0067,4.61,0.0,0,30,1.0,0.0,1977.0,3.4,-76.3
514,CO0069,7.503,0.0,0,30,1.0,0.0,1977.0,1.2,-70.25
515,CO0070,6.936,0.0,0,30,1.0,0.0,1977.0,2.79972,-70.59972
516,CO0071,8.58,0.0,0,30,1.0,0.0,1977.0,3.59972,-76.25
517,CO0075,5.989999999999999,0.0,0,30,1.0,0.0,1978.0,10.89972,-72.84972
518,CO0077,5.112,0.0,0,30,1.0,0.0,1978.0,10.94972,-72.8
519,CO0078,6.24,0.0,0,30,1.0,0.0,1978.0,-1.6,-73.4
520,CO0084,5.798,0.0,0,30,1.0,0.0,1978.0,3.09972,-76.19972
521,CO0086,8.63,0.0,0,30,1.0,0.0,1978.0,4.19972,-76.3
522,CO0087,15.3,0.0,0,30,1.0,0.0,1979.0,2.4,-76.65
523,CO0088,11.27,0.0,0,30,1.0,0.0,1979.0,4.4,-70.4
524,CO0089,2.8899999999999997,0.0,0,30,1.0,0.0,1979.0,4.9,-68.5
525,CO0091,3.6636000000000006,0.0,0,30,1.0,0.0,1979.0,10.55,-74.9
526,CO0092,25.179199999999998,0.0,0,30,1.0,0.0,1980.0,2.29972,-76.59972
527,CO0093,16.752,0.0,0,30,1.0,0.0,1980.0,5.25,-73.9
528,CO0094,2.955,0.0,0,30,1.0,0.0,1980.0,5.3,-73.84972
529,CO0095,3.630000000000001,0.0,0,30,1.0,0.0,1980.0,2.0,-77.19972
530,CO0096,4.468,0.0,0,30,1.0,0.0,1981.0,2.5,-72.63333
531,CO0099,3.84644,0.0,0,30,1.0,0.0,1981.0,4.1,-72.8
532,CO0106,0.0,22.867200000000004,0,30,0.0,1.0,1981.0,1.33333,-77.33333
533,CO0108,5.263350000000001,0.0,0,30,1.0,0.0,1981.0,2.38333,-72.63333
534,CO0110,47.1225,0.0,0,30,1.0,0.0,1981.0,3.7,-74.3
535,CO0112,19.98,0.0,0,30,1.0,0.0,1981.0,3.65,-74.19972
536,CO0113,8.26,0.0,0,30,1.0,0.0,1981.0,9.5,-75.37972
537,CO0115,9.57,0.0,0,30,1.0,0.0,1981.0,3.4,-76.3
538,CO0118,16.896,0.0,0,30,1.0,0.0,1982.0,4.84972,-74.20972
539,CO0119,3.6180000000000003,0.0,0,30,1.0,0.0,1982.0,8.40972,-75.8
540,CO0120,1.1600000000000001,0.0,0,30,1.0,0.0,1982.0,11.6,-72.25
541,CO0121,6.0600000000000005,0.0,0,30,1.0,0.0,1983.0,4.65,-74.23
542,CO0122,8.478,0.0,0,30,1.0,0.0,1984.0,5.4,-75.44972
543,CO0123,7.5680000000000005,0.0,0,30,1.0,0.0,1984.0,5.09972,-75.34972
544,CO0124,4.8244,0.0,0,30,1.0,0.0,1984.0,6.4,-70.5
545,CO0125,5.97,0.0,0,30,1.0,0.0,1984.0,6.38,-70.54
546,CO0126,8.659999999999998,0.0,0,30,1.0,0.0,1986.0,4.59972,-75.69972
547,CO0128,5.2540000000000004,0.0,0,30,1.0,0.0,1986.0,1.39972,-74.9
548,CO0129,10.059999999999999,0.0,0,30,1.0,0.0,1986.0,3.34972,-73.8
549,CO0130,7.535,0.0,0,30,1.0,0.0,1986.0,3.09972,-70.8
550,CO0131,42.619299999999996,0.0,0,30,1.0,0.0,1987.0,2.41667,-76.58333
551,CO0132,2.914,0.0,0,30,1.0,0.0,1987.0,5.59972,-72.05
552,CO0133,11.42821,0.0,0,30,1.0,0.0,1987.0,3.08333,-76.5
553,CO0134,22.11,0.0,0,30,1.0,0.0,1987.0,6.21972,-72.79
554,CO0135,8.77545,0.0,0,30,1.0,0.0,1987.0,3.48333,-76.35
555,CO0136,14.9892,0.0,0,30,1.0,0.0,1987.0,3.48333,-76.35
556,CO0137,2.07,0.0,0,30,1.0,0.0,1988.0,2.79972,-75.3
557,CO0138,2.73,0.0,0,30,1.0,0.0,1988.0,2.59972,-75.4
558,CO0139,4.22579,0.0,0,30,1.0,0.0,1988.0,4.05,-73.48333
559,CO0141,4.0775999999999994,0.0,0,30,1.0,0.0,1988.0,4.57389,-71.33611
560,CO0142,2.4572,0.0,0,30,1.0,0.0,1988.0,4.57389,-71.33611
561,CO0143,6.87226,0.0,0,30,1.0,0.0,1988.0,4.57389,-71.33611
562,CO0144,2.97,0.0,0,30,1.0,0.0,1988.0,2.39,-75.25
563,CO0145,5.218999999999999,0.0,0,30,1.0,0.0,1988.0,2.59972,-75.3
564,CO0149,21.12,0.0,0,30,1.0,0.0,1991.0,2.4,-76.5
565,CO0150,10.9536,0.0,0,30,1.0,0.0,1991.0,2.5,-76.59972
566,CO0151,7.400000000000001,0.0,0,30,1.0,0.0,1991.0,3.9,-76.59972
567,CO0152,1.8,0.0,0,30,1.0,0.0,1991.0,7.5,-73.36
568,CO0153,16.38,0.0,0,30,1.0,0.0,1991.0,10.94972,-73.65
569,CO0154,5.263999999999999,0.0,0,30,1.0,0.0,1991.0,10.93972,-73.66
570,CO0155,3.8089999999999997,0.0,0,30,1.0,0.0,1991.0,7.44972,-73.13972
571,CO0157,1.5,0.0,0,30,1.0,0.0,1992.0,6.3,-74.05972
572,CO0159,6.7,0.0,0,30,1.0,0.0,1994.0,3.84972,-76.75
573,CO0160,3.4100000000000006,0.0,0,30,1.0,0.0,1994.0,3.84972,-77.0
574,CO0161,7.941,0.0,0,30,1.0,0.0,1994.0,3.59972,-76.69972
575,CO0162,7.56,0.0,0,30,1.0,0.0,1994.0,3.66,-76.9
576,CO0163,2.685,0.0,0,30,1.0,0.0,1995.0,4.34972,-75.19972
577,CR0004,12.02945,0.0,0,30,1.0,0.0,1982.0,9.93333,-83.66667
578,CR0005,9.87408,0.0,0,30,1.0,0.0,1982.0,9.93333,-84.66667
579,CR0006,9.83482,0.0,0,30,1.0,0.0,1982.0,9.93333,-83.66667
580,CR0007,10.95192,0.0,0,30,1.0,0.0,1982.0,9.93333,-83.66667
581,CR0009,11.843879999999999,0.0,0,30,1.0,0.0,1983.0,9.875,-83.65833
582,CR0010,27.270400000000002,0.0,0,30,1.0,0.0,1983.0,9.54167,-83.725
583,CR0011,10.481549999999999,0.0,0,30,1.0,0.0,1983.0,9.25,-83.5
584,CR0012,11.973000000000003,0.0,0,30,1.0,0.0,1983.0,9.15,-83.33333
585,CR0013,6.2221,0.0,0,30,1.0,0.0,1983.0,10.575,-85.59722
586,CR0014,7.5456,0.0,0,30,1.0,0.0,1983.0,10.30833,-85.17361
587,CR0015,3.7695,0.0,0,30,1.0,0.0,1983.0,10.56944,-85.59167
588,CR0016,9.077,0.0,0,30,1.0,0.0,1983.0,10.56667,-85.59167
589,CR0017,35.17682,0.0,0,30,1.0,0.0,1983.0,9.55111,-9.55111
590,CR0020,12.796800000000001,0.0,0,30,1.0,0.0,1991.0,9.88056,-83.69722
591,CR0021,12.572250000000002,0.0,0,30,1.0,0.0,1991.0,10.22778,-83.775
592,CR0027,6.8115,0.0,0,30,1.0,0.0,1991.0,10.18333,-83.54167
593,CR0029,18.12642,1.38572,0,30,0.8666666666666667,0.13333333333333333,1993.0,9.96389,-83.75222
594,CU0009,5.3664000000000005,0.0,0,30,1.0,0.0,1991.0,22.04972,-79.37
595,CU0010,5.22088,0.0,0,30,1.0,0.0,1991.0,22.05,-79.36667
596,CU0011,6.5436,0.0,0,30,1.0,0.0,1991.0,20.33333,-76.08333
597,CU0012,6.613000000000001,0.0,0,30,1.0,0.0,1991.0,20.32972,-76.08
598,CU0013,4.623200000000001,0.0,0,30,1.0,0.0,1991.0,21.16667,-76.58333
599,CU0014,4.680000000000001,0.0,0,30,1.0,0.0,1991.0,21.17,-76.58
600,CU0017,3.7199999999999998,0.0,0,30,1.0,0.0,1991.0,22.53,-83.15
601,CU0021,3.39846,0.0,0,30,1.0,0.0,1991.0,21.91667,-80.25
602,CU0022,3.9971999999999994,0.0,0,30,1.0,0.0,1991.0,21.92,-80.25
603,CU0025,5.22302,0.0,0,30,1.0,0.0,1991.0,21.66667,-78.78333
604,CU0026,5.277,0.0,0,30,1.0,0.0,1991.0,21.67,-78.77972
605,CU0027,5.682600000000001,0.0,0,30,1.0,0.0,1991.0,22.75,-81.5
606,CU0028,5.64246,0.0,0,30,1.0,0.0,1991.0,22.81667,-81.13333
607,CU0029,3.6605000000000003,0.0,0,30,1.0,0.0,1991.0,22.57972,-79.75
608,CU0030,3.589150000000001,0.0,0,30,1.0,0.0,1991.0,22.58333,-79.75
609,CU0032,3.38,0.0,0,30,1.0,0.0,1991.0,22.96972,-82.02972
610,CU0034,5.5152,0.0,0,30,1.0,0.0,1991.0,20.2,-75.2
611,CU0035,5.424,0.0,0,30,1.0,0.0,1991.0,20.2,-75.19972
612,CU0036,10.668000000000001,0.0,0,30,1.0,0.0,1991.0,22.81667,-80.25
613,CU0037,6.161149999999999,0.0,0,30,1.0,0.0,1991.0,20.33333,-76.16667
614,CU0038,6.0809999999999995,0.0,0,30,1.0,0.0,1991.0,20.32972,-76.16972
615,CU0039,7.446,0.0,0,30,1.0,0.0,1991.0,22.27,-80.31972
616,CU0040,6.9841,0.0,0,30,1.0,0.0,1991.0,20.03333,-75.16667
617,CU0041,6.975,0.0,0,30,1.0,0.0,1991.0,20.03,-75.16972
618,CU0042,5.3999999999999995,0.0,0,30,1.0,0.0,1991.0,20.66667,-75.83333
619,CU0043,5.390999999999999,0.0,0,30,1.0,0.0,1991.0,20.67,-75.83
620,CU0044,3.9710000000000005,0.0,0,30,1.0,0.0,1991.0,21.54972,-78.12972
621,CU0047,5.2512,0.0,0,30,1.0,0.0,1991.0,20.2,-76.75
622,CU0048,5.33656,0.0,0,30,1.0,0.0,1991.0,20.2,-76.75
623,CU0049,3.8979,0.0,0,30,1.0,0.0,1991.0,21.55,-78.13333
624,CU0050,6.148000000000001,0.0,0,30,1.0,0.0,1991.0,20.75,-76.41972
625,CZ0003,5.768999999999999,0.0,0,30,1.0,0.0,1966.0,50.15972,14.52
626,CZ0004,5.694,0.0,0,30,1.0,0.0,1966.0,49.63,17.09
627,CZ0006,6.91,0.0,0,30,1.0,0.0,1966.0,49.34,15.02972
628,CZ0007,5.04,0.0,0,30,1.0,0.0,1966.0,49.56,14.8
629,CZ0008,4.236,0.0,0,30,1.0,0.0,1966.0,51.00972,14.31972
630,CZ0013,4.77,0.0,0,30,1.0,0.0,1966.0,50.02972,13.98972
631,CZ0016,5.572,0.0,0,30,1.0,0.0,1966.0,50.25972,15.59
632,CZ0017,5.9879999999999995,0.0,0,30,1.0,0.0,1966.0,50.04,15.67
633,CZ0021,3.6959999999999997,0.0,0,30,1.0,0.0,1966.0,49.93972,17.76
634,CZ0022,4.547999999999999,0.0,0,30,1.0,0.0,1966.0,50.02,14.93
635,CZ0023,3.9659999999999997,0.0,0,30,1.0,0.0,1966.0,49.41972,17.53
636,CZ0025,5.616,0.0,0,30,1.0,0.0,1966.0,49.72,18.07972
637,CZ0026,5.501999999999999,0.0,0,30,1.0,0.0,1966.0,49.04972,14.71
638,CZ0027,7.644,0.0,0,30,1.0,0.0,1966.0,48.88972,17.44
639,CZ0028,12.66,0.0,0,30,1.0,0.0,1966.0,50.13,15.3
640,CZ0029,9.072000000000001,0.0,0,30,1.0,0.0,1966.0,50.45972,13.03972
641,CZ0033,7.745000000000001,0.0,0,30,1.0,0.0,1966.0,50.43,13.31972
642,DE0038,19.679999999999996,0.0,0,30,1.0,0.0,1972.0,50.89833,14.70361
643,DE0039,4.889999999999999,0.0,0,30,1.0,0.0,1976.0,51.88639,14.12167
644,DE0040,12.879000000000001,0.0,0,30,1.0,0.0,1979.0,52.0,11.11639
645,DE0044,10.7947,0.0,0,30,1.0,0.0,1986.0,50.61667,6.95
646,DE0047,4.6818,0.0,0,30,1.0,0.0,1986.0,50.61667,6.95
647,DE0049,5.50422,0.0,0,30,1.0,0.0,1986.0,49.9,8.16667
648,DE0050,5.608799999999999,0.0,0,30,1.0,0.0,1986.0,49.96667,7.91667
649,DE0051,6.350420000000001,0.0,0,30,1.0,0.0,1986.0,49.9,8.16667
650,DE0052,10.69575,0.0,0,30,1.0,0.0,1986.0,51.81667,6.61667
651,DE0053,4.9692,0.0,0,30,1.0,0.0,1986.0,49.81667,7.96667
652,DK0004,8.731740000000002,0.0,0,30,1.0,0.0,1981.0,55.13333,9.13333
653,DK0005,7.637440000000002,0.0,0,30,1.0,0.0,1981.0,54.96667,8.63333
654,DK0011,5.40876,0.0,0,30,1.0,0.0,1982.0,55.55,9.78333
655,DK0016,4.9392499999999995,0.0,0,30,1.0,0.0,1987.0,54.75,11.5
656,DK0017,8.8536,0.0,0,30,1.0,0.0,1987.0,57.08333,9.83333
657,DK0018,0.0,17.064,0,30,0.0,1.0,1987.0,56.75,10.25
658,DK0019,4.11994,0.0,0,30,1.0,0.0,1988.0,55.41667,11.33333
659,DK0020,1.29792,0.0,0,30,1.0,0.0,1989.0,56.88333,8.33333
660,DZ0003,1.456,0.0,0,30,1.0,0.0,1971.0,35.43333,5.28333
661,DZ0004,1.728,0.0,0,30,1.0,0.0,1972.0,35.41667,5.33333
662,EC0008,6.835000000000001,0.0,0,30,1.0,0.0,1970.0,-4.32,-79.98
663,EC0044,9.4752,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
664,EC0045,16.271559986648,0.0,0,30,1.0,0.0,1983.0,-0.53333,-78.64444
665,EC0046,7.1556,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
666,EC0048,17.73054,0.0,0,30,1.0,0.0,1983.0,-0.23333,-78.5
667,EC0050,12.65334,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
668,EC0051,12.056399999999998,0.0,0,30,1.0,0.0,1983.0,-0.47,-78.70972
669,EC0052,8.89513,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
670,EC0053,17.8776,0.0,0,30,1.0,0.0,1983.0,-0.23333,-78.5
671,EC0054,2.5199999999999996,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
672,EC0055,8.694299999999998,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
673,EC0056,21.94046,0.0,0,30,1.0,0.0,1983.0,-1.3,-78.65
674,EC0058,18.902549999999998,0.0,0,30,1.0,0.0,1983.0,-0.25,-79.0
675,EC0060,2.2319999999999998,0.0,0,30,1.0,0.0,1983.0,0.09,-78.41972
676,EC0064,8.363999999999999,0.0,0,30,1.0,0.0,1983.0,-1.05972,-79.59972
677,EC0065,2.2875,0.0,0,30,1.0,0.0,1983.0,-0.23333,-78.5
678,EC0066,4.016,0.0,0,30,1.0,0.0,1986.0,-3.2875,-79.90833
679,EE0001,6.056,0.0,0,30,1.0,0.0,1959.0,57.61972,26.43
680,EE0002,6.664000000000001,0.0,0,30,1.0,0.0,1960.0,58.72972,26.25
681,EE0003,8.742499999999998,0.0,0,30,1.0,0.0,1960.0,58.38,22.64972
682,EE0004,7.745600000000001,0.0,0,30,1.0,0.0,1960.0,59.15,24.5
683,EE0005,8.693999999999999,0.0,0,30,1.0,0.0,1960.0,58.88,24.7
684,EE0006,9.989999999999998,0.0,0,30,1.0,0.0,1960.0,58.4,22.67
685,EE0007,6.5200000000000005,0.0,0,30,1.0,0.0,1960.0,58.4,24.42
686,EE0008,4.8389999999999995,0.0,0,30,1.0,0.0,1960.0,57.72,26.95
687,EE0009,6.324999999999999,0.0,0,30,1.0,0.0,1960.0,57.59972,27.22972
688,EE0010,5.536,0.0,0,30,1.0,0.0,1960.0,58.02,25.71972
