,profile_id,orgc_stock_mineral,orgc_stock_organic,top_cm,bot_cm,mineral_fraction,organic_fraction,obs_date_yyyy,lat_dd,long_dd
0,NCC 1_NCC 1,9.404699999999998,0.0,0.0,30.0,1.0,0.0,2009,35.051,-83.4342
1,NCC 2_NCC 2,12.080499999999999,0.0,0.0,30.0,1.0,0.0,2009,35.0484,-83.4342
2,NCC 3_NCC 3,9.4101,0.0,0.0,30.0,1.0,0.0,2009,35.0473,-83.434
3,NCC 4_NCC 4,10.020999999999999,0.0,0.0,30.0,1.0,0.0,2009,35.0385,-83.4598
4,NCC 5_NCC 5,22.708,0.0,0.0,30.0,1.0,0.0,2009,35.031,-83.4619
5,NMJ 1_NMJ 1,24.015790000000006,0.0,0.0,30.0,1.0,0.0,2010,32.56031,-106.78964
6,NMJ 2_NMJ 2,15.814700000000002,0.0,0.0,30.0,1.0,0.0,2010,32.57344,-106.67233
7,NMJ 3_NMJ 3,15.88194,0.0,0.0,30.0,1.0,0.0,2010,32.57169,-106.64369
8,NMJ 4_NMJ 4,3.9607200000000002,0.0,0.0,30.0,1.0,0.0,2010,32.57378,-106.61486
9,NMJ 5_NMJ 5,12.107099999999999,0.0,0.0,30.0,1.0,0.0,2010,32.62039,-106.5507
10,NMJ 6_NMJ 6,19.641290000000005,0.0,0.0,30.0,1.0,0.0,2010,32.58953,-106.53403
11,04KY-007-001_04KY-007-001,6.80652,0.0,0.0,30.0,1.0,0.0,2004,37.16128,-89.05928
12,03KY145003_04KY-145-001,8.50947,0.0,0.0,30.0,1.0,0.0,2003,37.11351,-88.70342
13,04KY-145-002_04KY-145-002,6.595769999999998,0.0,0.0,30.0,1.0,0.0,2003,37.11228,-88.70358
14,04KY145001_04KY-145-003,5.4052,0.0,0.0,30.0,1.0,0.0,2003,37.1093,-88.6962
15,04KY145004_04KY-145-004,4.86864,0.0,0.0,30.0,1.0,0.0,2003,36.95361,-88.515
16,67FN220000_40A0165,8.9376,0.0,0.0,30.0,1.0,0.0,1967,-15.66667,-47.78333
17,S1959PR019008_40A0166,10.773,0.0,0.0,30.0,1.0,0.0,1959,18.23917,-66.28389
18,S1960NM013002_40A0169,0.87056,0.0,0.0,30.0,1.0,0.0,1960,32.3168,-106.76723
19,S1961TX389003_40A0171,2.77299,0.0,0.0,30.0,1.0,0.0,1961,31.39361,-103.51833
20,S1955CA071003_40A0173,0.6303000000000001,0.0,0.0,30.0,1.0,0.0,1955,34.50889,-116.93528
21,S1961PR127001_40A0179,5.63076,0.0,0.0,30.0,1.0,0.0,1961,18.395,-66.05305
22,S1953TX305063_40A0184,3.6,0.0,0.0,30.0,1.0,0.0,1953,33.30833,-101.66666
23,S1964AZ003018_40A0187,1.2044799999999998,0.0,0.0,30.0,1.0,0.0,1964,32.40039,-109.96149
24,S1961NM013007_40A0190,0.6622399999999999,0.0,0.0,30.0,1.0,0.0,1961,32.29736,-106.90807
25,S1959NV017033_40A0193,0.5579799999999999,0.0,0.0,30.0,1.0,0.0,1959,37.35886,-115.19391
26,S1960NV003001_40A0195,2.17253,0.0,0.0,30.0,1.0,0.0,1960,36.6675,-114.58305
27,S1967TX141003_40A0197,4.0572,0.0,0.0,30.0,1.0,0.0,1967,31.54167,-106.19195
28,S1965HI009023_40A0201,30.176899999999996,0.0,0.0,30.0,1.0,0.0,1965,20.825,-156.31111
29,62HI001001b_40A0203,40.673399999999994,0.0,0.0,30.0,1.0,0.0,1962,20.04078,-155.44395
30,S1965HI001013_40A0204,10.6056,0.0,0.0,30.0,1.0,0.0,1965,19.90833,-155.39166
31,S1961PR093001_40A0208,7.405200000000001,0.0,0.0,30.0,1.0,0.0,1961,18.2125,-67.06167
32,S1961PR047002_40A0209,5.329739999999999,0.0,0.0,30.0,1.0,0.0,1961,18.24167,-66.28389
33,S1958PR105001_40A0215,5.63822,0.0,0.0,30.0,1.0,0.0,1958,18.35306,-66.26083
34,S1960OK115001_40A0218,3.43293,0.0,0.0,30.0,1.0,0.0,1960,36.80924,-94.85497
35,S1960TX065003_40A0220,5.691900000000002,0.0,0.0,30.0,1.0,0.0,1960,35.5,-101.18584
36,S1965CA053004_40A0224,8.3812,0.0,0.0,30.0,1.0,0.0,1965,36.28333,-121.1
37,S1962HI007005_40A0231,16.878,0.0,0.0,30.0,1.0,0.0,1962,22.20601,-159.44249
38,S1963HI007002_40A0232,16.153039999999997,0.0,0.0,30.0,1.0,0.0,1963,22.05185,-159.36943
39,S1961HI003005_40A0233,8.22735,0.0,0.0,30.0,1.0,0.0,1961,21.38964,-158.04501
40,S1955GA179002_40A0236,5.01466,0.0,0.0,30.0,1.0,0.0,1955,31.88074,-81.42733
41,S1965NC101002_40A0237,6.621450000000001,0.0,0.0,30.0,1.0,0.0,1965,35.365,-78.54778
42,S1958PR137001_40A0238,11.03855,0.0,0.0,30.0,1.0,0.0,1958,18.39556,-66.06139
43,S1961PR019004_40A0239,12.676219999999999,0.0,0.0,30.0,1.0,0.0,1961,18.23889,-66.28222
44,S1958PR047002_40A0243,5.894399999999999,0.0,0.0,30.0,1.0,0.0,1958,18.31722,-66.28584
45,S1963PR063002_40A0247,6.40512,0.0,0.0,30.0,1.0,0.0,1965,18.2575,-65.65945
46,59TX245001_40A0248,4.8192,0.0,0.0,30.0,1.0,0.0,2010,29.97056,-94.10389
47,S1961PR079001_40A0249,5.713559999999999,0.0,0.0,30.0,1.0,0.0,1961,18.03583,-67.0825
48,S1964CA073008_40A0251,3.6147,0.0,0.0,30.0,1.0,0.0,1964,33.26389,-117.29667
49,S1957PR079003_40A0528,8.047799999999999,0.0,0.0,30.0,1.0,0.0,1957,18.035,-67.03194
50,S1957PR079004_40A0530,7.529720000000001,0.0,0.0,30.0,1.0,0.0,1957,18.03944,-67.04556
51,S1961PR109001_40A0534,5.3278,0.0,0.0,30.0,1.0,0.0,1961,18.04278,-65.99889
52,S1961PR011003_40A0535,5.086919999999999,0.0,0.0,30.0,1.0,0.0,1961,18.27473,-67.0744
53,S1958PR105003_40A0536,7.221300000000001,0.0,0.0,30.0,1.0,0.0,1958,18.275,-66.24139
54,S1963PR151003_40A0538,1.8840400000000002,0.0,0.0,30.0,1.0,0.0,1963,18.09333,-65.87917
55,S1963PR063001_40A0540,5.962199999999999,0.0,0.0,30.0,1.0,0.0,1963,18.2525,-66.99028
56,S1961PR023002_40A0551,6.730929999999999,0.0,0.0,30.0,1.0,0.0,1961,18.03444,-67.17805
57,S1963PR015002_40A0553,4.103700000000001,0.0,0.0,30.0,1.0,0.0,1962,17.99028,-66.03584
58,S1961PR023001_40A0557,5.77197,0.0,0.0,30.0,1.0,0.0,1961,18.03889,-67.10778
59,S1961PR079002_40A0559,6.686999999999999,0.0,0.0,30.0,1.0,0.0,1961,18.04389,-67.05055
60,S1964VI010004_40A0560,12.86274,0.0,0.0,30.0,1.0,0.0,1964,17.69889,-64.80722
61,S1963PR151006_40A0561,2.23904,0.0,0.0,30.0,1.0,0.0,1963,18.09694,-65.85306
62,S1961PR047001_40A0564,8.408850000000001,0.0,0.0,30.0,1.0,0.0,1961,18.24139,-66.28445
63,S1963PR003002_40A0565,8.011800000000001,0.0,0.0,30.0,1.0,0.0,1963,18.30389,-67.13861
64,S1964VI030001_40A0568,10.449540000000002,0.0,0.0,30.0,1.0,0.0,1964,18.355,-64.95306
65,S1957PR023002_40A0569,5.56862,0.0,0.0,30.0,1.0,0.0,1957,18.01722,-66.96555
66,S1961PR057001_40A0572,9.63305,0.0,0.0,30.0,1.0,0.0,1961,17.98667,-66.03889
67,S1959PR009001_40A0574,11.022320000000002,0.0,0.0,30.0,1.0,0.0,1959,18.13556,-66.28722
68,S1958PR105004_40A0575,7.3686,0.0,0.0,30.0,1.0,0.0,1958,18.29417,-66.35333
69,S1958PR105002_40A0576,11.54475,0.0,0.0,30.0,1.0,0.0,1958,18.27583,-66.24
70,S1963PR151009_40A0578,7.3192,0.0,0.0,30.0,1.0,0.0,1963,18.08083,-65.93861
71,S1958PR047001_40A0582,6.7222800000000005,0.0,0.0,30.0,1.0,0.0,1958,18.32861,-66.36278
72,S1958PR003002_40A0587,2.3634,0.0,0.0,30.0,1.0,0.0,1958,18.3225,-66.34861
73,S1958PR119001_40A0598,10.46436,0.0,0.0,30.0,1.0,0.0,1958,18.30611,-65.78278
74,S1959PR019005_40A0602,10.33158,0.0,0.0,30.0,1.0,0.0,1959,18.24167,-66.27389
75,S1977AZ017001_40A0679,0.26015999999999995,0.0,0.0,30.0,1.0,0.0,1977,34.90028,-110.16889
76,S1977AZ017002_40A0680,0.68728,0.0,0.0,30.0,1.0,0.0,1977,34.96889,-110.37278
77,S1977AZ017004_40A0682,0.7867999999999999,0.0,0.0,30.0,1.0,0.0,1977,34.88139,-110.09194
78,S1977AZ017008_40A0686,2.3404999999999996,0.0,0.0,30.0,1.0,0.0,1977,34.69889,-110.02222
79,S1962AZ005022_40A0693,3.89396,0.0,0.0,30.0,1.0,0.0,1962,34.43722,-111.49555
80,S1962AZ005024_40A0696,6.31133,0.0,0.0,30.0,1.0,0.0,1962,34.57195,-111.31805
81,S1956AZ017030_40A0698,4.18849,0.0,0.0,30.0,1.0,0.0,1956,34.22472,-110.02889
82,S1964AZ003019_40A0699,1.4224,0.0,0.0,30.0,1.0,0.0,1964,32.41789,-109.96455
83,S1959AZ013001_40A0700,0.81062,0.0,0.0,30.0,1.0,0.0,1959,33.70444,-112.56084
84,S1965AZ025007_40A0704,0.24748000000000003,0.0,0.0,30.0,1.0,0.0,1965,34.52056,-112.24861
85,S1956AZ017025_40A0705,0.16566,0.0,0.0,30.0,1.0,0.0,1956,34.4625,-110.10056
86,S1965AZ025005_40A0709,1.70304,0.0,0.0,30.0,1.0,0.0,1965,34.43945,-112.27805
87,S1965AZ025004_40A0714,3.347940000000001,0.0,0.0,30.0,1.0,0.0,1965,34.45195,-112.26667
88,S1965AZ025009_40A0716,3.1715400000000002,0.0,0.0,30.0,1.0,0.0,1965,34.54861,-112.22056
89,S1970NM005001_40A0729,2.45568,0.0,0.0,30.0,1.0,0.0,1967,35.29868,-104.42219
90,S1959NM013005_40A0741,1.24014,0.0,0.0,30.0,1.0,0.0,1959,32.44152,-106.65085
91,S1959NM013008_40A0742,1.0573899999999998,0.0,0.0,30.0,1.0,0.0,1959,32.40652,-106.67863
92,S1970NM013005_40A0747,0.90384,0.0,0.0,30.0,1.0,0.0,1970,32.45152,-106.71668
93,S1959NM013013_40A0756,1.08047,0.0,0.0,30.0,1.0,0.0,1959,32.26958,-106.67668
94,S1961NM013003_40A0759,3.82624,0.0,0.0,30.0,1.0,0.0,1961,32.50652,-106.74307
95,S1960NM013003_40A0765,1.3926,0.0,0.0,30.0,1.0,0.0,1960,32.29458,-106.6339
96,S1965NM013007_40A0771,0.8929199999999999,0.0,0.0,30.0,1.0,0.0,1965,32.39318,-106.75279
97,S1959NM013010_40A0774,0.5018400000000001,0.0,0.0,30.0,1.0,0.0,1959,32.29235,-106.70779
98,S1967NM013004_40A0778,1.18026,0.0,0.0,30.0,1.0,0.0,1967,32.29652,-106.63724
99,S1960NM013005_40A0779,4.027889999999999,0.0,0.0,30.0,1.0,0.0,1960,32.34735,-106.58668
100,S1959NM013006_40A0781,2.59029,0.0,0.0,30.0,1.0,0.0,1959,32.39624,-106.68085
101,S1959NM013007_40A0782,1.7052,0.0,0.0,30.0,1.0,0.0,1959,32.40041,-106.66862
102,S1968NM013003_40A0789,0.77738,0.0,0.0,30.0,1.0,0.0,1968,32.45207,-106.71113
103,S1968NM013004_40A0790,1.6723,0.0,0.0,30.0,1.0,0.0,1968,32.4518,-106.71113
104,S1960NM013018_40A0796,2.7415599999999998,0.0,0.0,30.0,1.0,0.0,1960,32.48819,-106.69946
105,S1966NM013006_40A0797,3.11498,0.0,0.0,30.0,1.0,0.0,1966,32.47513,-106.71057
106,S1960NM013017_40A0798,3.35576,0.0,0.0,30.0,1.0,0.0,1960,32.47374,-106.71529
107,S1965NM013001_40A0799,3.3203400000000003,0.0,0.0,30.0,1.0,0.0,1965,32.51291,-106.61723
108,S1961NM013008_40A0805,0.7963399999999999,0.0,0.0,30.0,1.0,0.0,1961,32.26569,-106.88224
109,S1968NM013002_40A0806,1.4445999999999999,0.0,0.0,30.0,1.0,0.0,1969,32.26541,-106.88585
110,S1965NM013005_40A0808,0.9582400000000001,0.0,0.0,30.0,1.0,0.0,1965,32.51957,-106.69613
111,S1977AZ003001_40A1144,4.479279999999999,0.0,0.0,30.0,1.0,0.0,1977,32.22623,-109.40565
112,S1977AZ009002_40A1147,3.71868,0.0,0.0,30.0,1.0,0.0,1977,32.93344,-109.58843
113,S1976NM017022_40A1157,1.0305499999999999,0.0,0.0,30.0,1.0,0.0,1976,32.16596,-108.53673
114,S1976AZ027001_40A1162,0.32671000000000006,0.0,0.0,30.0,1.0,0.0,1976,33.40006,-114.61246
115,S1976AZ013001_40A1164,2.3451600000000004,0.0,0.0,30.0,1.0,0.0,1976,33.85201,-112.2224
116,S1976AZ013002_40A1165,1.9937200000000002,0.0,0.0,30.0,1.0,0.0,1976,33.87173,-112.18156
117,S1976AZ013003_40A1166,1.36179,0.0,0.0,30.0,1.0,0.0,1976,33.84256,-112.23045
118,S1976AZ013004_40A1167,0.8406,0.0,0.0,30.0,1.0,0.0,1976,33.63369,-111.57238
119,S1969SC023001_40A1298,2.3635,0.0,0.0,30.0,1.0,0.0,1969,34.69484,-81.1951
120,S1961LA033008_40A1323,2.28232,0.0,0.0,30.0,1.0,0.0,1961,30.3775,-91.09167
121,S1963LA107004_40A1334,2.49792,0.0,0.0,30.0,1.0,0.0,1963,31.82306,-91.48917
122,S1961LA033002_40A1335,2.4987,0.0,0.0,30.0,1.0,0.0,1961,30.68472,-91.22861
123,S1963LA107002_40A1337,2.9499,0.0,0.0,30.0,1.0,0.0,1963,32.03472,-91.21472
124,S1963LA083002_40A1351,1.7705600000000001,0.0,0.0,30.0,1.0,0.0,1963,32.47111,-91.51444
125,S1961LA033007_40A1352,2.90409,0.0,0.0,30.0,1.0,0.0,1961,30.37555,-91.04667
126,S1961LA033006_40A1353,1.7289000000000003,0.0,0.0,30.0,1.0,0.0,1961,30.37861,-91.09139
127,S1961LA033004_40A1354,1.8564,0.0,0.0,30.0,1.0,0.0,1961,30.64778,-91.27666
128,S1961LA033003_40A1356,2.8083799999999997,0.0,0.0,30.0,1.0,0.0,1961,30.64583,-91.28333
129,S1961LA033005_40A1357,2.394,0.0,0.0,30.0,1.0,0.0,1961,30.37806,-91.04472
130,S1962IL003004_40A1430,2.6107900000000006,0.0,0.0,30.0,1.0,0.0,1962,37.27195,-89.34834
131,S1955KS099001_40A1801,6.346000000000001,0.0,0.0,30.0,1.0,0.0,1955,37.23361,-95.21222
132,S1962IL003001_40A1992,3.2242499999999996,0.0,0.0,30.0,1.0,0.0,1962,37.27945,-89.33528
133,S1962IL087002_40A1994,2.7531000000000003,0.0,0.0,30.0,1.0,0.0,1962,37.33889,-89.00361
134,S1962IL003002_40A1998,1.8597000000000001,0.0,0.0,30.0,1.0,0.0,1962,37.27306,-89.34834
135,S1962IL003003_40A1999,2.4978599999999997,0.0,0.0,30.0,1.0,0.0,1962,37.27278,-89.34834
136,S1959MO065001_40A2712,6.530410000000001,0.0,0.0,30.0,1.0,0.0,1959,37.4909,-91.26235
137,S1954IL003004_40A2726,0.8462999999999999,0.0,0.0,30.0,1.0,0.0,1954,37.15917,-89.29667
138,S1957CA065011_40A2840,1.64805,0.0,0.0,30.0,1.0,0.0,1957,33.82917,-117.20333
139,S1957CA065013_40A2842,1.7130599999999996,0.0,0.0,30.0,1.0,0.0,1957,33.94778,-117.20389
140,S1965CA053016_40A2845,2.2937,0.0,0.0,30.0,1.0,0.0,1965,36.50806,-121.37028
141,S1966CA073002_40A2847,5.3283999999999985,0.0,0.0,30.0,1.0,0.0,1966,32.83417,-117.13778
142,S1957CA065017_40A2854,1.05915,0.0,0.0,30.0,1.0,0.0,1957,33.53667,-117.05194
143,S1957CA065003_40A2868,2.1392,0.0,0.0,30.0,1.0,0.0,1957,33.73778,-117.24722
144,S1957CA065005_40A2869,1.39328,0.0,0.0,30.0,1.0,0.0,1957,33.70611,-117.26611
145,S1957CA065014_40A2881,2.11515,0.0,0.0,30.0,1.0,0.0,1957,33.78667,-117.02556
146,S1957CA065015_40A2882,1.13896,0.0,0.0,30.0,1.0,0.0,1957,33.84111,-117.08694
147,S1962CA083003_40A2886,1.4497,0.0,0.0,30.0,1.0,0.0,1962,34.86722,-120.36
148,S1962CA083004_40A2887,1.8816000000000002,0.0,0.0,30.0,1.0,0.0,1962,34.87083,-120.33972
149,S1955CA081005_40A2890,4.48965,0.0,0.0,30.0,1.0,0.0,1955,37.22917,-122.40334
150,S1955CA081006_40A2891,5.2206,0.0,0.0,30.0,1.0,0.0,1955,37.18945,-122.3925
151,S1965CA053015_40A2914,2.7539999999999996,0.0,0.0,30.0,1.0,0.0,1965,36.56778,-121.40195
152,S1965CA053014_40A2916,3.8858499999999996,0.0,0.0,30.0,1.0,0.0,1965,36.53444,-121.42555
153,S1964CA073003_40A2930,2.2413000000000003,0.0,0.0,30.0,1.0,0.0,1964,33.34917,-117.23778
154,S1955CA071007_40A2940,0.5369999999999999,0.0,0.0,30.0,1.0,0.0,1955,34.92861,-117.16722
155,S1955CA071009_40A2952,0.12639999999999998,0.0,0.0,30.0,1.0,0.0,1955,34.82111,-116.61
156,S1957CA065001_40A2956,2.0438,0.0,0.0,30.0,1.0,0.0,1957,33.71778,-116.90222
157,S1957CA065002_40A2957,1.9512,0.0,0.0,30.0,1.0,0.0,1957,33.73444,-116.95084
158,S1965CA053009_40A2965,7.173,0.0,0.0,30.0,1.0,0.0,1965,36.17861,-120.94833
159,S1965CA053008_40A2966,6.31894,0.0,0.0,30.0,1.0,0.0,1965,36.2075,-120.9675
160,S1962CA083001_40A2971,2.3542799999999997,0.0,0.0,30.0,1.0,0.0,1962,34.89528,-120.41111
161,S1962CA083002_40A2972,1.9610999999999996,0.0,0.0,30.0,1.0,0.0,1962,34.89528,-120.39389
162,S1962CA083007_40A2973,2.0387999999999997,0.0,0.0,30.0,1.0,0.0,1962,34.74722,-120.56944
163,S1962CA083008_40A2974,4.2719000000000005,0.0,0.0,30.0,1.0,0.0,1962,34.71944,-120.56944
164,S1957CA065007_40A2981,3.7966800000000003,0.0,0.0,30.0,1.0,0.0,1957,33.79889,-117.16805
165,S1966CA073003_40A2985,4.07498,0.0,0.0,30.0,1.0,0.0,1966,32.83417,-117.13778
166,S1960CA073006_40A2988,5.08564,0.0,0.0,30.0,1.0,0.0,1960,33.08445,-116.57584
167,S1965CA053019_40A2990,14.99331,0.0,0.0,30.0,1.0,0.0,1965,36.34528,-121.81472
168,S1955CA065006_40A2992,1.9381799999999998,0.0,0.0,30.0,1.0,0.0,1955,33.69833,-116.96139
169,S1955CA065007_40A2993,2.5345899999999997,0.0,0.0,30.0,1.0,0.0,1955,33.77278,-116.92083
170,S1965CA053007_40A2995,5.548500000000001,0.0,0.0,30.0,1.0,0.0,1965,36.31472,-121.07889
171,S1965CA053029_40A2996,7.1735999999999995,0.0,0.0,30.0,1.0,0.0,1965,36.47583,-121.29444
172,S1955CA081004_40A3010,11.95482,0.0,0.0,30.0,1.0,0.0,1955,37.34639,-122.39306
173,S1965CA053002_40A3029,6.484,0.0,0.0,30.0,1.0,0.0,1965,36.26361,-121.22222
174,S1961CA073001_40A3038,6.0732,0.0,0.0,30.0,1.0,0.0,1961,33.01778,-116.63805
175,S1965CA053025_40A3046,3.18818,0.0,0.0,30.0,1.0,0.0,1965,36.60222,-121.33222
176,S1965CA053026_40A3047,3.162,0.0,0.0,30.0,1.0,0.0,1965,36.60139,-121.33278
177,S1955CA081010_40A3048,5.570880000000001,0.0,0.0,30.0,1.0,0.0,1955,37.34139,-122.22305
178,S1955CA047001_40A3051,3.7308000000000003,0.0,0.0,30.0,1.0,0.0,1955,37.10083,-120.84639
179,S1957CA065006_40A3052,3.2974,0.0,0.0,30.0,1.0,0.0,1957,33.77278,-117.19917
180,S1965CA053021_40A3056,8.9358,0.0,0.0,30.0,1.0,0.0,1965,36.35917,-121.87222
181,S1965CA053022_40A3057,5.392650000000001,0.0,0.0,30.0,1.0,0.0,1965,36.35417,-121.8725
182,S1965CA053011_40A3062,5.61646,0.0,0.0,30.0,1.0,0.0,1965,36.55139,-121.50445
183,S1962CA083010_40A3064,34.4132,0.0,0.0,30.0,1.0,0.0,1962,34.89695,-120.58722
184,S1960CA073007_40A3067,7.4939,0.0,0.0,30.0,1.0,0.0,1960,32.96667,-116.51056
185,S1965CA053005_40A3074,6.293699999999999,0.0,0.0,30.0,1.0,0.0,1965,36.35,-121.08334
186,S1956NV003004_40A3174,0.45836000000000005,0.0,0.0,30.0,1.0,0.0,1956,36.03555,-115.11945
187,S1956NV003003_40A3175,0.6002000000000001,0.0,0.0,30.0,1.0,0.0,1956,36.07944,-115.12889
188,S1959NV017032_40A3182,0.60996,0.0,0.0,30.0,1.0,0.0,1959,37.35969,-115.20724
189,S1959NV017031_40A3191,1.43595,0.0,0.0,30.0,1.0,0.0,1959,37.21219,-115.07723
190,S1956NV003005_40A3198,1.8520200000000002,0.0,0.0,30.0,1.0,0.0,1956,36.18055,-115.06667
191,S1959NV003015_40A3199,0.39886,0.0,0.0,30.0,1.0,0.0,1959,36.71944,-114.69305
192,S1956NV003006_40A3200,1.55233,0.0,0.0,30.0,1.0,0.0,1956,36.15888,-115.05861
193,S1959NV003011_40A3203,2.03625,0.0,0.0,30.0,1.0,0.0,1959,36.57695,-114.46056
194,S1959NV003012_40A3204,2.4696000000000002,0.0,0.0,30.0,1.0,0.0,1959,36.60778,-114.48333
195,S1959NV003002_40A3211,3.8497500000000002,0.0,0.0,30.0,1.0,0.0,1959,36.76889,-114.13611
196,S1959NV003017_40A3212,4.7151,0.0,0.0,30.0,1.0,0.0,1959,36.77056,-114.12917
197,S1959NV003004_40A3215,0.08519999999999998,0.0,0.0,30.0,1.0,0.0,1959,36.81055,-114.0625
198,S1959NV003013_40A3219,6.180000000000001,0.0,0.0,30.0,1.0,0.0,1959,36.57361,-114.45972
199,S1959NV003006_40A3221,5.563079999999999,0.0,0.0,30.0,1.0,0.0,1959,36.61694,-114.48278
200,S1976CA037102_40A3351,1.4355,0.0,0.0,30.0,1.0,0.0,1976,34.45306,-118.1275
201,S1976CA037105_40A3357,3.28644,0.0,0.0,30.0,1.0,0.0,1976,34.37194,-118.48028
202,S1976CA037106_40A3360,2.0748,0.0,0.0,30.0,1.0,0.0,1976,34.37695,-118.42056
203,S1976CA037107_40A3373,4.40702,0.0,0.0,30.0,1.0,0.0,1976,34.58445,-118.71416
204,S1976CA037109_40A3375,7.540520000000001,0.0,0.0,30.0,1.0,0.0,1976,34.56667,-118.68916
205,S1976CA037111_40A3376,5.05245,0.0,0.0,30.0,1.0,0.0,1976,34.41056,-118.13861
206,S1976CA037112_40A3377,7.728559999999999,0.0,0.0,30.0,1.0,0.0,1976,34.36555,-118.36056
207,S1977CA019008_40A3402,8.671349999999999,0.0,0.0,30.0,1.0,0.0,1977,37.38334,-119.23333
208,S1977CA019011_40A3405,7.16592,0.0,0.0,30.0,1.0,0.0,1977,37.075,-119.15
209,S1977CA019016_40A3410,10.763999999999998,0.0,0.0,30.0,1.0,0.0,1977,37.39722,-119.23611
210,S1963CA025001_40A3411,1.9931999999999999,0.0,0.0,30.0,1.0,0.0,1963,33.015,-115.52361
211,S1963CA025002_40A3412,1.89,0.0,0.0,30.0,1.0,0.0,1963,33.0675,-115.65694
212,S1969CA025012_40A3413,0.08199999999999999,0.0,0.0,30.0,1.0,0.0,1969,32.70861,-115.05222
213,S1971CA025012_40A3414,1.4419,0.0,0.0,30.0,1.0,0.0,1971,33.025,-115.51778
214,S1959AZ025001_40A3565,4.4122,0.0,0.0,30.0,1.0,0.0,1959,34.9075,-112.46222
215,S1962AZ005027_40A3569,7.882999999999999,0.0,0.0,30.0,1.0,0.0,1962,35.63556,-112.20084
216,S1962AZ005031_40A3571,2.04864,0.0,0.0,30.0,1.0,0.0,1962,35.145,-111.06639
217,S1962AZ005032_40A3572,3.35207,0.0,0.0,30.0,1.0,0.0,1962,35.1525,-111.09028
218,S1965AZ025003_40A3575,2.6979500000000005,0.0,0.0,30.0,1.0,0.0,1965,34.152,-112.48907
219,S1965AZ025001_40A3577,3.5094799999999995,0.0,0.0,30.0,1.0,0.0,1965,34.16945,-112.32389
220,S1965AZ025015_40A3578,1.9352,0.0,0.0,30.0,1.0,0.0,1965,34.22167,-112.36584
221,S1965AZ001013_40A3579,1.0006500000000003,0.0,0.0,30.0,1.0,0.0,1965,34.85006,-109.25399
222,S1965AZ001017_40A3580,3.63984,0.0,0.0,30.0,1.0,0.0,1965,33.83389,-109.11056
223,S1956AZ005008_40A3581,6.792620000000001,0.0,0.0,30.0,1.0,0.0,1956,34.84833,-111.4375
224,S1956AZ005009_40A3582,7.29735,0.0,0.0,30.0,1.0,0.0,1956,34.83389,-111.43417
225,S1965AZ001016_40A3584,4.0479199999999995,0.0,0.0,30.0,1.0,0.0,1965,33.82028,-109.12055
226,S1965AZ001018_40A3585,7.331519999999999,0.0,0.0,30.0,1.0,0.0,1965,33.82111,-109.07222
227,S1965AZ001021_40A3586,9.36362,0.0,0.0,30.0,1.0,0.0,1965,33.80917,-109.06361
228,S1965AZ001019_40A3589,11.012380000000002,0.0,0.0,30.0,1.0,0.0,1965,34.23389,-109.27695
229,S1956AZ005004_40A3591,2.9586900000000003,0.0,0.0,30.0,1.0,0.0,1956,35.02222,-111.42667
230,S1956AZ005006_40A3593,3.3861700000000003,0.0,0.0,30.0,1.0,0.0,1956,34.99833,-111.39167
231,S1956AZ005002_40A3594,5.07639,0.0,0.0,30.0,1.0,0.0,1956,35.03167,-111.43555
232,S1956AZ005007_40A3595,3.6835199999999997,0.0,0.0,30.0,1.0,0.0,1956,34.99833,-111.37778
233,S1965AZ025013_40A3596,4.689360000000001,0.0,0.0,30.0,1.0,0.0,1965,34.66032,-112.62964
234,S1965AZ025017_40A3597,5.03304,0.0,0.0,30.0,1.0,0.0,1965,34.65972,-112.65166
235,S1965AZ001006_40A3600,10.8242,0.0,0.0,30.0,1.0,0.0,1965,34.17972,-109.32306
236,S1965AZ001020_40A3601,8.3097,0.0,0.0,30.0,1.0,0.0,1965,34.19639,-109.34722
237,S1964AZ003026_40A3602,6.72736,0.0,0.0,30.0,1.0,0.0,1964,32.03444,-109.45695
238,S1964AZ003027_40A3603,4.326,0.0,0.0,30.0,1.0,0.0,1964,31.99333,-109.45805
239,S1956AZ001001_40A3610,7.0630500000000005,0.0,0.0,30.0,1.0,0.0,1956,34.28083,-109.79139
240,S1955CO009003_40A3821,3.9532000000000007,0.0,0.0,30.0,1.0,0.0,1955,37.29389,-102.84972
241,S1955CO009001_40A3850,3.5840000000000005,0.0,0.0,30.0,1.0,0.0,1955,37.19194,-102.69
242,S1955CO009002_40A3851,3.5808,0.0,0.0,30.0,1.0,0.0,1955,37.295,-102.25916
243,S1965MS017001_40A3963,5.5998,0.0,0.0,30.0,1.0,0.0,1965,33.89347,-88.74033
244,S1965MS017002_40A3965,4.2075,0.0,0.0,30.0,1.0,0.0,1965,33.92708,-88.72088
245,S1971MS137000_40A3971,4.457599999999999,0.0,0.0,30.0,1.0,0.0,1971,34.61012,-90.01926
246,S57LA0010003_40A3974,2.833,0.0,0.0,30.0,1.0,0.0,1957,30.29389,-92.45639
247,S1957LA053001_40A3975,3.41146,0.0,0.0,30.0,1.0,0.0,1957,30.37111,-92.73167
248,S1957LA011003_40A3976,2.66372,0.0,0.0,30.0,1.0,0.0,1957,30.53139,-93.22166
